Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Mylonas Y.","Austerity discourses in “der spiegel” journal, 2009-2014",2015,"TripleC","13","2",,"248","269",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941213679&partnerID=40&md5=30d4c98f1aaf9bda550ec74b059b10d3","Media Communications and Design Department, National Research University, Higher School of Economics, Moscow, Russian Federation","Mylonas, Y., Media Communications and Design Department, National Research University, Higher School of Economics, Moscow, Russian Federation","This article looks at the ways mainstream media discuss austerity and its failure to reach its proclaimed goals, to reduce public debt and to boost productivity in the heavily indebted countries of the Eurozone’s periphery. This study analyzed Der Spiegel’s articles presenting the crisis and austerity in Europe, focusing on the Greek case, from 2009 until 2014. A thematic analysis was developed in the study a broad corpus of articles, focusing on the main ideas they unfold. Deploying critical political economy literature, critical cultural theory and critical media studies literature, the article criticizes the neoliberal hegemony of the EU’s crisis politics and foregrounds the role of mainstream media, including progressivist or objectivist ones such as Spiegel, in the reproduction of neoliberal ideas that expand far beyond the crisis, to produce the institutions, social relations, beliefs and subjectivities for a post-crisis configuration of capitalism. The article concludes that Spiegel, like other mainstream media, produce a biopolitical policing of the crisis’ exceptionalized subjects (the citizens of indebted countries) and the implementation of crisis-politics by creating a public “structure of feeling” related to the hegemonic crisis’ rationales. These rationales are further connected to the development of the new neoliberal subjectivity, which is an objective of the crisis-reforms, such as austerity regimes. In effect, main- stream media discourses reproduce the hegemonic frames of the crisis and austerity, while negating the possibility of new narratives to emerge in the crisis context. © 2015 Unified Theory of Information Research Group. All rights reserved.","Austerity; Biopolitics; Biopower; Competition; Crisis; Der Spiegel; EU; Germany; Governmentality; Greece; Neoliberalism; Postdemocracy; Reforms",,,"Unified Theory of Information Research Group",,,,,1726670X,,,"English","TripleC",Article,Scopus,2-s2.0-84941213679
"KUWABARA T.O.S.H.I.R.O.","BRST COHOMOLOGIES FOR SYMPLECTIC REFLECTION ALGEBRAS AND QUANTIZATIONS OF HYPERTORIC VARIETIES",2015,"Transformation Groups","20","2",,"437","461",,,10.1007/s00031-015-9314-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929836466&doi=10.1007%2fs00031-015-9314-0&partnerID=40&md5=dc82e5baa42745cde7c77528b5932f88","Faculty of Mathematics and International Laboratory of Representation Theory and Mathematical Physics, National Research University, Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation","KUWABARA, T.O.S.H.I.R.O., Faculty of Mathematics and International Laboratory of Representation Theory and Mathematical Physics, National Research University, Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation","We study algebras constructed by quantum Hamiltonian reduction associated with symplectic quotients of symplectic vector spaces, including deformed preprojective algebras, symplectic reection algebras (rational Cherednik algebras), and quantization of hypertoric varieties introduced by Musson and Van den Bergh in [MVdB]. We determine BRST cohomologies associated with these quantum Hamiltonian reductions. To compute these BRST cohomologies, we make use of the method of deformation quantization (DQ-algebras) and F-action studied by Kashiwara and Rouquier in [KR], and Gordon and Losev in [GL]. © 2015, Springer Science+Business Media New York.",,,,"Birkhauser Boston",,,,,10834362,,,"English","Transform. Groups",Article,Scopus,2-s2.0-84929836466
"Malyshev D.S., Pardalos P.M.","The clique problem for graphs with a few eigenvalues of the same sign",2015,"Optimization Letters","9","5",,"839","843",,,10.1007/s11590-014-0805-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929842095&doi=10.1007%2fs11590-014-0805-z&partnerID=40&md5=53da7fbe53ce362bf27c2b8db7f32854","National Research University Higher School of Economics, 25/12 Bolshaja Pecherskaja, Ulitsa, Nizhny Novgorod, Russian Federation; University of Florida, 401 Weil Hall, P.O. Box 116595, Gainesville, FL, United States","Malyshev, D.S., National Research University Higher School of Economics, 25/12 Bolshaja Pecherskaja, Ulitsa, Nizhny Novgorod, Russian Federation; Pardalos, P.M., University of Florida, 401 Weil Hall, P.O. Box 116595, Gainesville, FL, United States","The quadratic programming problem is known to be NP-hard for Hessian matrices with only one negative eigenvalue, but it is tractable for convex instances. These facts yield to consider the number of negative eigenvalues as a complexity measure of quadratic programs. We prove here that the clique problem is tractable for two variants of its Motzkin-Strauss quadratic formulation with a fixed number of negative eigenvalues (with multiplicities). © 2014, Springer-Verlag Berlin Heidelberg.","Clique problem; Computational complexity; Quadratic programming","Computational complexity; Quadratic programming; Clique problems; Complexity measures; Eigenvalues; Fixed numbers; Hessian matrices; Quadratic formulation; Quadratic programming problems; Quadratic programs; Eigenvalues and eigenfunctions",,"Springer Verlag",,,,,18624472,,,"English","Optim. Lett.",Article,Scopus,2-s2.0-84929842095
"Kononov Y., Morozov A.","On the defect and stability of differential expansion",2015,"JETP Letters","101","12",,"831","834",,4,10.1134/S0021364015120127,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940179173&doi=10.1134%2fS0021364015120127&partnerID=40&md5=5351263fd6f5eef2f08cb8d960940d63","Institute for Theoretical and Experimental Physics, Moscow, Russian Federation; National Research Nuclear University MEPhI, Kashirskoe sh. 31, Moscow, Russian Federation; Institute for Information Transmission Problems, Moscow, Russian Federation; Math Department, Higher School of Economics, Moscow, Russian Federation","Kononov, Y., Math Department, Higher School of Economics, Moscow, Russian Federation; Morozov, A., Institute for Theoretical and Experimental Physics, Moscow, Russian Federation, National Research Nuclear University MEPhI, Kashirskoe sh. 31, Moscow, Russian Federation, Institute for Information Transmission Problems, Moscow, Russian Federation","Empirical analysis of many colored knot polynomials, made possible by recent computational advances in Chern–Simons theory, reveals their stability: for any given negative N and any given knot the set of coefficients of the polynomial in rth symmetric representation does not change with r, if it is large enough. This fact reflects the non-trivial and previously unknown properties of the differential expansion, and it turns out that from this point of view there are universality classes of knots, characterized by a single integer, which we call defect, and which is in fact related to the power of Alexander polynomial. © 2015, Pleiades Publishing, Inc.",,,,"Maik Nauka-Interperiodica Publishing",,,,,00213640,,,"English","JETP Lett.",Article,Scopus,2-s2.0-84940179173
"Sokolov A., Chulok A.","Priorities for future innovation: Russian S&T Foresight 2030",2015,"Futures","80",,,"17","32",,9,10.1016/j.futures.2015.12.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963576474&doi=10.1016%2fj.futures.2015.12.005&partnerID=40&md5=0a4c7c12f361a734bd4500d17ac33e4e","Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya str., 20, Moscow, Russian Federation","Sokolov, A., Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya str., 20, Moscow, Russian Federation; Chulok, A., Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya str., 20, Moscow, Russian Federation","Under the transition to a market economy Russian science, technology and innovation (STI) has changed dramatically. After the crisis of late 1990s, the government declared science and technology (S&T) as one of national priorities and started increasingly investing in this sector but it has not led to the tangible output like a bigger volume of high-tech exports or a higher share of international publications. A number of policy instruments have been introduced to increase the efficiency of STI policies. One of them is S&T Foresight. The activities aimed at identification of national S&T priorities and series of Foresight studies have helped to understand which areas are most promising for sustaining existing competitive advantages and building new ones via gradual shift from the resource-based economy towards the technology-oriented one. The paper presents the design and organisation of a large-scale Russian S&T Foresight exercise as a fully-fledged instrument of the national STI policy and discusses the achieved results and their use for policies at different levels. © 2015 Elsevier Ltd","Foresight methodology; Priority research areas; Science and technology Foresight; Science, technology and innovation policy","future prospect; government; innovation; market transition; research and development; science and technology; technology policy; Russian Federation",,"Elsevier Ltd",,,,,00163287,,,"English","Futures",Article,Scopus,2-s2.0-84963576474
"Abzalov A., Bakhmatov I., Musaev E.T.","Exceptional field theory: SO(5,5)",2015,"Journal of High Energy Physics","2015","6", 88,"","",41,16,10.1007/JHEP06(2015)088,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934902799&doi=10.1007%2fJHEP06%282015%29088&partnerID=40&md5=83ed156ffd5b750728a75b68b2200e3e","National Research University Higher School of Economics, 7, Vavilova, Moscow, Russian Federation; Kazan Federal University, Institute of Physics, Department of General Relativity, 18, Kremlevskaya, Kazan, Russian Federation","Abzalov, A., National Research University Higher School of Economics, 7, Vavilova, Moscow, Russian Federation; Bakhmatov, I., Kazan Federal University, Institute of Physics, Department of General Relativity, 18, Kremlevskaya, Kazan, Russian Federation; Musaev, E.T., National Research University Higher School of Economics, 7, Vavilova, Moscow, Russian Federation","Abstract: We construct Exceptional Field Theory for the group SO(5, 5) based on the extended (6+16)-dimensional spacetime, which after reduction gives the maximal D = 6 supergravity. We present both a true action and a duality-invariant pseudo-action formulations. All the fields of the theory depend on the complete extended spacetime. The U-duality group SO(5, 5) is made a geometric symmetry of the theory by virtue of introducing the generalised Lie derivative that incorporates a duality transformation. Tensor hierarchy appears as a natural consequence of the algebra of generalised Lie derivatives that are viewed as gauge transformations. Upon truncating different subsets of the extra coordinates, maximal supergravities in D = 11 and D = 10 (type IIB) can be recovered from this theory. © 2015, The Author(s).","Gauge Symmetry; String Duality; Supergravity Models",,,"Springer Verlag",,,,,11266708,,,"English","J. High Energy Phys.",Article,Scopus,2-s2.0-84934902799
"Tyutnev A.P., Parris P.E., Saenko V.S.","Non-dispersive carrier transport in molecularly doped polymers and the convection-diffusion equation",2015,"Chemical Physics","457",,,"122","128",,3,10.1016/j.chemphys.2015.06.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934982758&doi=10.1016%2fj.chemphys.2015.06.001&partnerID=40&md5=941cb6b399cfe6b3f7344455fd76a3d1","National Research University Higher School of Economics, 20 Miasnitskaya Ulitsa, Moscow, Russian Federation; Department of Physics, Missouri University of Science and Technology, 1315 North Pine Street, Rolla, MO, United States","Tyutnev, A.P., National Research University Higher School of Economics, 20 Miasnitskaya Ulitsa, Moscow, Russian Federation; Parris, P.E., Department of Physics, Missouri University of Science and Technology, 1315 North Pine Street, Rolla, MO, United States; Saenko, V.S., National Research University Higher School of Economics, 20 Miasnitskaya Ulitsa, Moscow, Russian Federation","We reinvestigate the applicability of the concept of trap-free carrier transport in molecularly doped polymers and the possibility of realistically describing time-of-flight (TOF) current transients in these materials using the classical convection-diffusion equation (CDE). The problem is treated as rigorously as possible using boundary conditions appropriate to conventional time of flight experiments. Two types of pulsed carrier generation are considered. In addition to the traditional case of surface excitation, we also consider the case where carrier generation is spatially uniform. In our analysis, the front electrode is treated as a reflecting boundary, while the counter electrode is assumed to act either as a neutral contact (not disturbing the current flow) or as an absorbing boundary at which the carrier concentration vanishes. As expected, at low fields transient currents exhibit unusual behavior, as diffusion currents overwhelm drift currents to such an extent that it becomes impossible to determine transit times (and hence, carrier mobilities). At high fields, computed transients are more like those typically observed, with well-defined plateaus and sharp transit times. Careful analysis, however, reveals that the non-dispersive picture, and predictions of the CDE contradict both experiment and existing disorder-based theories in important ways, and that the CDE should be applied rather cautiously, and even then only for engineering purposes. © 2015 Elsevier B.V. All rights reserved.","Green function; Multiple trapping model; Theory versus experiment",,,"Elsevier",,,,,03010104,,CMPHC,"English","Chem. Phys.",Article,Scopus,2-s2.0-84934982758
"Potomskii S.Y., Kosinskii A.V.","Inductive displacement analog-to-digital converter of time type",2015,"Measurement Techniques","58","3", A010,"277","279",,1,10.1007/s11018-015-0699-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943455182&doi=10.1007%2fs11018-015-0699-x&partnerID=40&md5=fe5da78157c3abfb3df8f456eea7ac4e","National Research University, Higher School of Economics (NIU VShE), Moscow, Russian Federation","Potomskii, S.Y., National Research University, Higher School of Economics (NIU VShE), Moscow, Russian Federation; Kosinskii, A.V., National Research University, Higher School of Economics (NIU VShE), Moscow, Russian Federation","An inductive time-type analog-to-digital converter for linear displacements has been developed in which the displacement-phase conversion step has been eliminated. The displacement is directly converted into a time interval and then into a digital code. The functional circuit of the converter and its mathematical description are presented. © 2015 Springer Science+Business Media New York.","Inductive sensor; Linear characteristic of conversion; Time type AD converter","Frequency converters; Inductive sensors; AD converters; Analog to digital converters; Digital codes; Displacement phase; Functional circuits; Linear characteristics; Linear displacements; Mathematical descriptions; Analog to digital conversion",,"Springer New York LLC",,,,,05431972,,,"English","Meas. Tech.",Article,Scopus,2-s2.0-84943455182
"Feigin B., Jimbo M., Miwa T., Mukhin E.","Quantum toroidal gl<inf>1</inf> and Bethe ansatz",2015,"Journal of Physics A: Mathematical and Theoretical","48","24", 244001,"","",,13,10.1088/1751-8113/48/24/244001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934880988&doi=10.1088%2f1751-8113%2f48%2f24%2f244001&partnerID=40&md5=88a18c0b2bad4c1e3d5cfc3cc62e2d39","National Research University Higher School of Economics, International Laboratory of Representation Theory and Mathematical Physics, Myasnitskaya ul., 20, Moscow, Russian Federation; Landau Institute for Theoretical Physics, pr.Akademika Semenova, 1a, Chernogolovka, Russian Federation; Department of Mathematics, Rikkyo University, Toshima-ku, Tokyo, Japan; Institute for Liberal Arts and Sciences, Kyoto University, Kyoto, Japan; Department of Mathematics, Indiana University-Purdue University Indianapolis, 402 N.Blackford St., LD 270, Indianapolis, IN, United States","Feigin, B., National Research University Higher School of Economics, International Laboratory of Representation Theory and Mathematical Physics, Myasnitskaya ul., 20, Moscow, Russian Federation, Landau Institute for Theoretical Physics, pr.Akademika Semenova, 1a, Chernogolovka, Russian Federation; Jimbo, M., Department of Mathematics, Rikkyo University, Toshima-ku, Tokyo, Japan; Miwa, T., Institute for Liberal Arts and Sciences, Kyoto University, Kyoto, Japan; Mukhin, E., Department of Mathematics, Indiana University-Purdue University Indianapolis, 402 N.Blackford St., LD 270, Indianapolis, IN, United States","We establish the method of Bethe ansatz for the XXZ type model obtained from the R matrix associated to quantum toroidal gl<inf>1</inf>. We do this by using shuffle realizations of the modules and by showing that the Hamiltonian of the model is obtained from a simple multiplication operator by taking an appropriate quotient. We expect this approach to be applicable to a wide variety of models. © 2015 IOP Publishing Ltd.","Bethe ansatz; quantum toroidal algebra; shuffle algebra",,,"Institute of Physics Publishing",,,,,17518113,,,"English","J. Phys. Math. Theor.",Article,Scopus,2-s2.0-84934880988
"Zabrodin A., Zotov A.","Classical-Quantum Correspondence and Functional Relations for Painlevé Equations",2015,"Constructive Approximation","41","3",,"385","423",,5,10.1007/s00365-015-9284-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937758062&doi=10.1007%2fs00365-015-9284-4&partnerID=40&md5=3928482d87d7241d4c99870c620a5bed","International Laboratory of Representation Theory and Mathematical Physics, National Research University Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation; Steklov Mathematical Institute, RAS, 8 Gubkina str., Moscow, Russian Federation; ITEP, Bol. Cheremushkinskaya str. 25, Moscow, Russian Federation; MIPT, Inststitutskii per. 9, Dolgoprudny, Moscow Region, Russian Federation","Zabrodin, A., International Laboratory of Representation Theory and Mathematical Physics, National Research University Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation; Zotov, A., Steklov Mathematical Institute, RAS, 8 Gubkina str., Moscow, Russian Federation, ITEP, Bol. Cheremushkinskaya str. 25, Moscow, Russian Federation, MIPT, Inststitutskii per. 9, Dolgoprudny, Moscow Region, Russian Federation","In light of the quantum Painlevé–Calogero correspondence, we investigate the inverse problem. We imply that this type of the correspondence (classical-quantum correspondence) holds true, and we find out what kind of potentials arise from the compatibility conditions of the related linear problems. The latter conditions are written as functional equations for the potentials depending on a choice of a single function—the left-upper element of the Lax connection. The conditions of the correspondence impose restrictions on this function. In particular, it satisfies the heat equation. It is shown that all natural choices of this function (rational, hyperbolic, and elliptic) reproduce exactly the Painlevé list of equations. In this sense, the classical-quantum correspondence can be regarded as an alternative definition of the Painlevé equations. © 2015, Springer Science+Business Media New York.","Functional relations; Painlevé equations; Painlevé–Calogero correspondence",,,"Springer New York LLC",,,,,01764276,,,"English","Constr. Approx.",Article,Scopus,2-s2.0-84937758062
"Yakushkina T., Saakian D.B., Bratus A., Hu C.-K.","Evolutionary games with randomly changing payoff matrices",2015,"Journal of the Physical Society of Japan","84","6", 064802,"","",,3,10.7566/JPSJ.84.064802,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934910531&doi=10.7566%2fJPSJ.84.064802&partnerID=40&md5=1ddb7001bc8bf6c7192a821bd814845e","Faculty of Computational Mathematics and Cybernetics, Lomonosov Moscow State University, Moscow, Russian Federation; Faculty of Business Informatics, National Research University Higher School of Economics, Moscow, Russian Federation; Yerevan Physic Institute, Alikhanian Brothers St. 2, Yerevan, Armenia; Institute of Physics, Academia Sinica, Taipei, Taiwan; Applied Mathematics Department, Moscow State University of Railway Engineering, Moscow, Russian Federation; National Center for Theoretical Sciences, National Tsing Hua University, Hsinchu, Taiwan","Yakushkina, T., Faculty of Computational Mathematics and Cybernetics, Lomonosov Moscow State University, Moscow, Russian Federation, Faculty of Business Informatics, National Research University Higher School of Economics, Moscow, Russian Federation; Saakian, D.B., Yerevan Physic Institute, Alikhanian Brothers St. 2, Yerevan, Armenia, Institute of Physics, Academia Sinica, Taipei, Taiwan; Bratus, A., Faculty of Computational Mathematics and Cybernetics, Lomonosov Moscow State University, Moscow, Russian Federation, Applied Mathematics Department, Moscow State University of Railway Engineering, Moscow, Russian Federation; Hu, C.-K., Institute of Physics, Academia Sinica, Taipei, Taiwan, National Center for Theoretical Sciences, National Tsing Hua University, Hsinchu, Taiwan","Evolutionary games are used in various fields stretching from economics to biology. In most of these games a constant payoff matrix is assumed, although some works also consider dynamic payoff matrices. In this article we assume a possibility of switching the system between two regimes with different sets of payoff matrices. Potentially such a model can qualitatively describe the development of bacterial or cancer cells with a mutator gene present. A finite population evolutionary game is studied. The model describes the simplest version of annealed disorder in the payoff matrix and is exactly solvable at the large population limit. We analyze the dynamics of the model, and derive the equations for both the maximum and the variance of the distribution using the Hamilton-Jacobi equation formalism. ©2015 The Physical Society of Japan.",,,,"Physical Society of Japan",,,,,00319015,,JUPSA,"English","J. Phys. Soc. Jpn.",Article,Scopus,2-s2.0-84934910531
"Shapiro D.S., Zhukov A.A., Pogosov W.V., Lozovik Y.E.","Dynamical Lamb effect in a tunable superconducting qubit-cavity system",2015,"Physical Review A - Atomic, Molecular, and Optical Physics","91","6", 063814,"","",,6,10.1103/PhysRevA.91.063814,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937441032&doi=10.1103%2fPhysRevA.91.063814&partnerID=40&md5=1e0c87d47956d24bc368908bae76f10c","Center for Fundamental and Applied Research, N. L. Dukhov All-Russia Research Institute of Automatics, Moscow, Russian Federation; V. A. kotel'Nikov Institute of Radio Engineering and Electronics, Russian Academy of Sciences, Moscow, Russian Federation; Moscow Institute of Physics and Technology, Dolgoprudny, Moscow Region, Russian Federation; National Research Nuclear University (MEPhI), Moscow, Russian Federation; Institute for Theoretical and Applied Electrodynamics, Russian Academy of Sciences, Moscow, Russian Federation; Institute of Spectroscopy, Russian Academy of Sciences, Moscow Region, Troitsk, Russian Federation; Moscow Institute of Electronics and Mathematics, HSE, Moscow, Russian Federation","Shapiro, D.S., Center for Fundamental and Applied Research, N. L. Dukhov All-Russia Research Institute of Automatics, Moscow, Russian Federation, V. A. kotel'Nikov Institute of Radio Engineering and Electronics, Russian Academy of Sciences, Moscow, Russian Federation, Moscow Institute of Physics and Technology, Dolgoprudny, Moscow Region, Russian Federation; Zhukov, A.A., Center for Fundamental and Applied Research, N. L. Dukhov All-Russia Research Institute of Automatics, Moscow, Russian Federation, National Research Nuclear University (MEPhI), Moscow, Russian Federation; Pogosov, W.V., Center for Fundamental and Applied Research, N. L. Dukhov All-Russia Research Institute of Automatics, Moscow, Russian Federation, Moscow Institute of Physics and Technology, Dolgoprudny, Moscow Region, Russian Federation, Institute for Theoretical and Applied Electrodynamics, Russian Academy of Sciences, Moscow, Russian Federation; Lozovik, Y.E., Center for Fundamental and Applied Research, N. L. Dukhov All-Russia Research Institute of Automatics, Moscow, Russian Federation, Institute of Spectroscopy, Russian Academy of Sciences, Moscow Region, Troitsk, Russian Federation, Moscow Institute of Electronics and Mathematics, HSE, Moscow, Russian Federation","A natural atom placed into a cavity with time-dependent parameters can be parametrically excited due to interaction with the quantized photon mode. One of the channels for this process is the dynamical Lamb effect, induced by a nonadiabatic modulation of the atomic-level Lamb shift. However, in experiments with natural atoms it is quite difficult to isolate this effect from other mechanisms of atom excitation. We point out that a transmission line cavity coupled with a superconducting qubit (an artificial macroscopic atom) provides a unique platform for observation of the dynamical Lamb effect. A key idea is to exploit a dynamically tunable qubit-resonator coupling, which was implemented quite recently. By varying the coupling nonadiabatically, it is possible to parametrically excite a qubit through a nonadiabatic modulation of the Lamb shift, even if the cavity was initially empty. The dynamics of such a coupled system is studied within the Rabi model with a time-dependent coupling constant and beyond the rotating-wave approximation. An efficient method to increase the effect through the periodic and nonadiabatic switching of the qubit-resonator coupling energy is proposed. © 2015 American Physical Society. ©2015 American Physical Society.",,"Atoms; Modulation; Quantum optics; Resonators; Atom excitation; Beyond the rotating wave approximations; Coupled systems; Coupling constants; Resonator coupling; Superconducting qubits; Time dependent; Time dependent parameter; Quantum computers",,"American Physical Society",,,,,10502947,,PLRAA,"English","Phys Rev A",Article,Scopus,2-s2.0-84937441032
"Thurner T.W., Gershman M., Roud V.","Partnerships as internationalization strategy: Russian entrepreneurs between local restrictions and global opportunities",2015,"Journal of International Entrepreneurship","13","2",,"118","137",,2,10.1007/s10843-015-0146-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930872704&doi=10.1007%2fs10843-015-0146-8&partnerID=40&md5=6aa73e58caa15c7c4d2434277df4c61f","International Laboratory for Economics of Innovation, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya 9/11, Moscow, Russian Federation","Thurner, T.W., International Laboratory for Economics of Innovation, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya 9/11, Moscow, Russian Federation; Gershman, M., International Laboratory for Economics of Innovation, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya 9/11, Moscow, Russian Federation; Roud, V., International Laboratory for Economics of Innovation, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Myasnitskaya 9/11, Moscow, Russian Federation","This paper studies the small and often overlooked group of internationally created research-driven ventures and discusses their impact on Russia. Building on previously established networks which allow new knowledge-intense assets to be formed, these companies introduce novel products and processes to the Russian market and develop them further. While such ventures get access to knowledge generated outside Russia, they also benefit greatly from their partners’ ecosystems which allow them to avoid the obstacles in their home markets. Thereby, they increase their learning opportunities beyond the rather restricting Russian environment and learn much about international entrepreneurship. © 2015, Springer Science+Business Media New York.","Born-globals; Innovation; Internationalization; Networks; Partnership; Russia; Russian Federation",,,"Springer New York LLC",,,,,15707385,,,"English","J. Int. Entrep.",Article,Scopus,2-s2.0-84930872704
"Kagan M.Y., Mitskan V.A., Korovushkin M.M.","Phase diagram of the Kohn-Luttinger superconducting state for bilayer graphene",2015,"European Physical Journal B","88","6", 157,"","",10,2,10.1140/epjb/e2015-60198-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931266599&doi=10.1140%2fepjb%2fe2015-60198-x&partnerID=40&md5=fc0a6c78695bbd4efbc80dcefcfca636","P.L. Kapitza Institute for Physical Problems, Russian Academy of Sciences, Moscow, Russian Federation; Higher School of Economics, National Research University, Moscow, Russian Federation; L.V. Kirensky Institute of Physics, Siberian Branch of Russian Academy of Sciences, Krasnoyarsk, Russian Federation; M.F. Reshetnev Siberian State Aerospace University, Krasnoyarsk, Russian Federation","Kagan, M.Y., P.L. Kapitza Institute for Physical Problems, Russian Academy of Sciences, Moscow, Russian Federation, Higher School of Economics, National Research University, Moscow, Russian Federation; Mitskan, V.A., L.V. Kirensky Institute of Physics, Siberian Branch of Russian Academy of Sciences, Krasnoyarsk, Russian Federation, M.F. Reshetnev Siberian State Aerospace University, Krasnoyarsk, Russian Federation; Korovushkin, M.M., L.V. Kirensky Institute of Physics, Siberian Branch of Russian Academy of Sciences, Krasnoyarsk, Russian Federation","The effect of Coulomb interaction between Dirac fermions on the formation of the Kohn-Luttinger superconducting state in bilayer doped graphene is studied disregarding of the effect of the van der Waals potential of the substrate and impurities. The phase diagram determining the boundaries of superconductive domains with different types of symmetry of the order parameter is built using the extended Hubbard model in the Born weak-coupling approximation with allowance for the intratomic, interatomic, and interlayer Coulomb interactions between electrons. It is shown that the Kohn-Luttinger polarization contributions up to the second order of perturbation theory in the Coulomb interaction inclusively and an account for the long-range intraplane Coulomb interactions significantly affect the competition between the superconducting phases with the f-, p + ip-, and d + id-wave symmetries of the order parameter. It is demonstrated that the account for the interlayer Coulomb interaction enhances the critical temperature of the transition to the superconducting phase. © 2015, EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg.","Solid State and Materials","Graphene; Perturbation techniques; Phase diagrams; Van der Waals forces; Critical temperatures; Extended Hubbard model; Second order of perturbation theory; Solid State and Materials; Super conducting phasis; Superconducting phase; Superconducting state; Van der waals potentials; Coulomb interactions",,"springer berlin",,,,,14346028,,,"English","Eur. Phys. J. B",Article,Scopus,2-s2.0-84931266599
"Kahl O., Ferrari S., Kovalyuk V., Goltsman G.N., Korneev A., Pernice W.H.P.","Waveguide integrated superconducting single-photon detectors with high internal quantum efficiency at telecom wavelengths",2015,"Scientific Reports","5",, 10941,"","",,25,10.1038/srep10941,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931271318&doi=10.1038%2fsrep10941&partnerID=40&md5=dbba2cd6b1cef0fb6994464f42778476","Institute of Nanotechnology, Karlsruhe Institute of Technology, Karlsruhe, Germany; Department of Physics, Moscow State Pedagogical University, Moscow, Russian Federation; Moscow Institute of Physics and Technology (State University), Moscow, Russian Federation; National Research University Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation","Kahl, O., Institute of Nanotechnology, Karlsruhe Institute of Technology, Karlsruhe, Germany; Ferrari, S., Institute of Nanotechnology, Karlsruhe Institute of Technology, Karlsruhe, Germany; Kovalyuk, V., Institute of Nanotechnology, Karlsruhe Institute of Technology, Karlsruhe, Germany, Department of Physics, Moscow State Pedagogical University, Moscow, Russian Federation; Goltsman, G.N., Department of Physics, Moscow State Pedagogical University, Moscow, Russian Federation, National Research University Higher School of Economics, 20 Myasnitskaya Ulitsa, Moscow, Russian Federation; Korneev, A., Department of Physics, Moscow State Pedagogical University, Moscow, Russian Federation, Moscow Institute of Physics and Technology (State University), Moscow, Russian Federation; Pernice, W.H.P., Institute of Nanotechnology, Karlsruhe Institute of Technology, Karlsruhe, Germany","Superconducting nanowire single-photon detectors (SNSPDs) provide high efficiency for detecting individual photons while keeping dark counts and timing jitter minimal. Besides superior detection performance over a broad optical bandwidth, compatibility with an integrated optical platform is a crucial requirement for applications in emerging quantum photonic technologies. Here we present SNSPDs embedded in nanophotonic integrated circuits which achieve internal quantum efficiencies close to unity at 1550 nm wavelength. This allows for the SNSPDs to be operated at bias currents far below the critical current where unwanted dark count events reach milli-Hz levels while on-chip detection efficiencies above 70% are maintained. The measured dark count rates correspond to noise-equivalent powers in the 10-19 W/Hz -1/2 range and the timing jitter is as low as 35 ps. Our detectors are fully scalable and interface directly with waveguide-based optical platforms.",,,,"Nature Publishing Group",,,,,20452322,,,"English","Sci. Rep.",Article,Scopus,2-s2.0-84931271318
