Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Mamontov A.V., Nefedov V.N.","Microwave method of the even temperature distribution in the volumetric materials",2013,"CriMiCo 2013 - 2013 23rd International Crimean Conference Microwave and Telecommunication Technology, Conference Proceedings",,, 6652632,"1008","1009",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891093281&partnerID=40&md5=f7df470dc61463d77bae1b7a8c85bbb6","National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow, 109028, Russian Federation","Mamontov, A.V., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow, 109028, Russian Federation; Nefedov, V.N., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow, 109028, Russian Federation","Problems of the even temperature distribution creation in the volumetric materials with different dielectric losses placed in the beam-type microwave device are examined. The volumetric material was irradiated by two types of antennas which provided perpendicular and parallel flux direction of the electric-field vector relatively to the material's surface. Experimental data on the temperature field distribution in the volume of material is presented. It is shown that the total temperature dispersion is less than 5°C inside the material heated up to 80°C. © 2013 CriMiCo'2013 Organising Committee, CrSTC.",,"Electric field vectors; Material's surface; Microwave methods; Temperature field distribution; Total temperatures; Volumetric material; Dielectric losses; Materials; Microwave devices; Temperature distribution; Dispersions","Sevastopol National Technical University;Belarus State University of Informatics and Radioelectronics;NTUU KPI, Institute of Telecommunication Systems;Moscow Aviation Institute - National Research University",,"2013 23rd International Crimean Conference Microwave and Telecommunication Technology, CriMiCo 2013","8 September 2013 through 14 September 2013","Sevastopol, Crimea",101581,,9789663354019,,"Russian","CriMiCo - Int. Crime. Conf. Microw. Telecommun. Technol., Conf. Proc.",Conference Paper,Scopus,2-s2.0-84891093281
"Pirkovskii A.Yu.","Quantum polydisk, quantum ball, and q-analog of Poincaré's theorem",2013,"Journal of Physics: Conference Series","474","1", 012026,"","",,,10.1088/1742-6596/474/1/012026,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891090170&doi=10.1088%2f1742-6596%2f474%2f1%2f012026&partnerID=40&md5=3d2c3d3eddd944d8aae1f9f6adb179ca","Faculty of Mathematics, National Research University Higher School of Economics, 7 Vavilova, 117312 Moscow, Russian Federation","Pirkovskii, A.Yu., Faculty of Mathematics, National Research University Higher School of Economics, 7 Vavilova, 117312 Moscow, Russian Federation","The classical Poincaré theorem (1907) asserts that the polydisk Dn and the ball Bn in ℂn are not biholomorphically equivalent for n ≥ 2. Equivalently, this means that the Fréchet algebras O(Dn) and O(Bn) of holomorphic functions are not topologically isomorphic. Our goal is to prove a noncommutative version of the above result. Given q ε ℂ \ {0}, we define two noncommutative power series algebras Oq(Dn) and Oq(Bn), which can be viewed as q-analogs of O(Dn) and O(Bn), respectively. Both Oq(Dn) and Oq(B n) are the completions of the algebraic quantum affine space O regq (Cn) w.r.t. certain families of seminorms. In the case where 0 &lt; q &lt; 1, the algebra Oq(Bn) admits an equivalent definition related to L. L. Vaksmans algebra C q(B̄n) of continuous functions on the closed quantum ball. We show that both Oq(Dn) and Oq(B n) can be interpreted as Fréchet algebra deformations (in a suitable sense) of O(Dn) and O(Bn), respectively. Our main result is that Oq(Dn) and Oq(Bn) are not isomorphic if n ≥ 2 and |q| = 1, but are isomorphic if |q| ≠ 1.",,"Affine space; Continuous functions; Holomorphic functions; Non-commutative; Poincare; Power series; Q-analogs; Seminorms; Functions; Topology; Algebra",,,"41st International Conference on Integrable Systems and Quantum Symmetries, ISQS 2013","12 June 2013 through 16 June 2013","Prague",101612,17426588,,,"English","J. Phys. Conf. Ser.",Conference Paper,Scopus,2-s2.0-84891090170
"Mamontov A.V., Nazarov I.V., Nefedov V.N., Kravchenko N.P.","Thermal treatment of the heat-insulating material with the use of microwave radiation",2013,"CriMiCo 2013 - 2013 23rd International Crimean Conference Microwave and Telecommunication Technology, Conference Proceedings",,, 6653162,"996","997",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891072844&partnerID=40&md5=8d7199ea23731161d63beee82443f05d","National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow 109028, Russian Federation","Mamontov, A.V., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow 109028, Russian Federation; Nazarov, I.V., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow 109028, Russian Federation; Nefedov, V.N., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow 109028, Russian Federation; Kravchenko, N.P., National Research University Higher School of Economics (HSE), Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoy Tryokhsvyatitelskiy Lane, Moscow 109028, Russian Federation","The experimental research results of the basalt cardboard thermal treatment with the microwave electromagnetic energy application are presented in the article. The weight change diagrams of the basalt cardboard samples during the drying process are given. Changes in the temperature behaviour are analyzed on the surface and inside the samples depending on coupling medium. An advice on the drying process parameters improvement is given. © 2013 CriMiCo'2013 Organising Committee, CrSTC.",,"Coupling medium; Drying process; Experimental research; Heat-insulating materials; Weight change; Basalt; Heat treatment; Microwaves","Sevastopol National Technical University;Belarus State University of Informatics and Radioelectronics;NTUU KPI, Institute of Telecommunication Systems;Moscow Aviation Institute - National Research University",,"2013 23rd International Crimean Conference Microwave and Telecommunication Technology, CriMiCo 2013","8 September 2013 through 14 September 2013","Sevastopol, Crimea",101581,,9789663354019,,"Russian","CriMiCo - Int. Crime. Conf. Microw. Telecommun. Technol., Conf. Proc.",Conference Paper,Scopus,2-s2.0-84891072844
"Pchelnikov Yu.N., Yelizarov A.A., Shaymardanov R.V.","Plastic landmine detection by the slow wave structure-based sensor",2013,"CriMiCo 2013 - 2013 23rd International Crimean Conference Microwave and Telecommunication Technology, Conference Proceedings",,, 6652654,"1056","1057",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891116616&partnerID=40&md5=9c11db07533c96124413fa8a4020b76f","SloWave Inc., 104, Drexelbrook Ct., Cary, NC 27519, United States; Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoi Trekhsvyatitelskyi lane, Moscow, 109028, Russian Federation","Pchelnikov, Yu.N., SloWave Inc., 104, Drexelbrook Ct., Cary, NC 27519, United States; Yelizarov, A.A., Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoi Trekhsvyatitelskyi lane, Moscow, 109028, Russian Federation; Shaymardanov, R.V., Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoi Trekhsvyatitelskyi lane, Moscow, 109028, Russian Federation","A sensor for detecting plastic explosives placed in the ground is presented in this paper. The detection effect is based on the intensive radiation from the section of a slow-wave structure at slowing down less than slowing of the light in the medium, i.e. in the soil at the place of possible laying of the mines. High effectiveness and small dimensions in comparison to the wavelength in free space and possibility of monitoring at a wide frequency band define its significant advantages in comparison to another devices for detecting explosives. © 2013 CriMiCo'2013 Organising Committee, CrSTC.",,"Detection effect; Free spaces; Plastic explosives; Plastic landmine detection; Slow wave; Structure-based; Wide frequency bands; Explosives; Frequency bands; Sensors; Slow light; Slow wave structures","Sevastopol National Technical University;Belarus State University of Informatics and Radioelectronics;NTUU KPI, Institute of Telecommunication Systems;Moscow Aviation Institute - National Research University",,"2013 23rd International Crimean Conference Microwave and Telecommunication Technology, CriMiCo 2013","8 September 2013 through 14 September 2013","Sevastopol, Crimea",101581,,9789663354019,,"English","CriMiCo - Int. Crime. Conf. Microw. Telecommun. Technol., Conf. Proc.",Conference Paper,Scopus,2-s2.0-84891116616
"Pchelnikov Yu.N., Yelizarov A.A., Pchelnikov A.G.","Wireless charging mechanism for outdoor appliance",2013,"CriMiCo 2013 - 2013 23rd International Crimean Conference Microwave and Telecommunication Technology, Conference Proceedings",,, 6652655,"1058","1059",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891048190&partnerID=40&md5=fbd1331628808a5f1008e7620a789ff8","SloWave Inc., 104, Drexelbrook Ct., Cary, NC 27519, United States; Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoi Trekhsvyatitelskyi lane, Moscow, 109028, Russian Federation","Pchelnikov, Yu.N., SloWave Inc., 104, Drexelbrook Ct., Cary, NC 27519, United States; Yelizarov, A.A., Moscow Institute of Electronics and Mathematics, Higher School of Economics (MIEM HSE), 3, Bolshoi Trekhsvyatitelskyi lane, Moscow, 109028, Russian Federation; Pchelnikov, A.G., SloWave Inc., 104, Drexelbrook Ct., Cary, NC 27519, United States","A portable wireless device for recharging batteries of vehicles is described in this paper. Application of novel, based on coupled radial spirals antennas with dimensions significantly less than the operating wavelength in free space, makes it possible effective pumping of RF energy without radiation into surrounding medium. © 2013 CriMiCo'2013 Organising Committee, CrSTC.",,"Free spaces; Operating wavelength; Portable wireless device; Rf energies; Wireless charging; Electric charge; Spiral antennas","Sevastopol National Technical University;Belarus State University of Informatics and Radioelectronics;NTUU KPI, Institute of Telecommunication Systems;Moscow Aviation Institute - National Research University",,"2013 23rd International Crimean Conference Microwave and Telecommunication Technology, CriMiCo 2013","8 September 2013 through 14 September 2013","Sevastopol, Crimea",101581,,9789663354019,,"English","CriMiCo - Int. Crime. Conf. Microw. Telecommun. Technol., Conf. Proc.",Conference Paper,Scopus,2-s2.0-84891048190
"Martynov G.","Durbin-Knott Components and Transformations of the Cramér-von Mises Test",2013,"Statistical Models and Methods for Reliability and Survival Analysis",,,,"111","123",,,10.1002/9781118826805.ch8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926405723&doi=10.1002%2f9781118826805.ch8&partnerID=40&md5=69327264f805fe40435fb5ee8ed0c605","Institute for Information Transmission Problems, Russian Academy of Sciences and Higher School of Economics, Moscow, Russian Federation","Martynov, G., Institute for Information Transmission Problems, Russian Academy of Sciences and Higher School of Economics, Moscow, Russian Federation","Durbin et al. have defined the independent components of the Cramér-von Mises statistic by using the Karhunen-Loève expansion of the empirical process. Studying the properties of the component was continued by Schoenefeld. This chapter considers the transformation of the weighted statistics using its components. These statistics allow one to change the test sensitivity of amplitudes and frequencies of deviations from the hypothetical distribution. The chapter discusses the collection of Karhunen-Loeve expansions. It also explains the statistics based on the components. Two new forms of the statistics are considered. The Anderson-Darling statistic is well known and widely used in practice. © ISTE Ltd 2014. All rights reserved.","Anderson-Darling statistic; Cramer-von Mises test; Durbin-Knott components; Power weight function; Weighted Cramér-von Mises statistic; Weighted parametric Cramér-von Mises statistic",,,"Wiley Blackwell",,,,,,9781118826805; 9781848216198,,"English","Stat. Model. and Methods for Reliab. and Surviv. Anal.",Book Chapter,Scopus,2-s2.0-84926405723
"Gutnik L.A.","On a difference system for some mejer's functions",2013,"International Journal of Pure and Applied Mathematics","89","3",,"409","432",,1,10.12732/ijpam.v89i3.12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890938697&doi=10.12732%2fijpam.v89i3.12&partnerID=40&md5=bb4d31d2f150ee633eabe114bdd4d1b7","Higher School of Economics, National Research University, Moscow, 10100, Russian Federation","Gutnik, L.A., Higher School of Economics, National Research University, Moscow, 10100, Russian Federation","We deduce a difference system and prove some of its properties, on base of which we found (see References) new continued fraction for Zeta(3). © 2013 Academic Publications, Ltd.","Difference system; Mejer's functions",,,,,,,,13118080,,,"English","Int. J. Pure Appl. Math.",Article,Scopus,2-s2.0-84890938697
"Landeo C.M., Nikitin M., Izmalkov S.","Incentives for care, litigation, and tort reform under self-serving bias",2013,"Research Handbook on Economic Models of Law",,,,"112","155",,,10.4337/9781781000151.00011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039449948&doi=10.4337%2f9781781000151.00011&partnerID=40&md5=2d4180be38ff22b4480f804d8cfa1ef6","University of Alberta, Canada; International College of Economics and Finance, State University-The Higher School of Economics, Moscow, Russian Federation; The New Economic School, Moscow, Russian Federation","Landeo, C.M., University of Alberta, Canada; Nikitin, M., International College of Economics and Finance, State University-The Higher School of Economics, Moscow, Russian Federation; Izmalkov, S., The New Economic School, Moscow, Russian Federation",[краткое описание не найдено],,,,"Edward Elgar Publishing Ltd.",,,,,,9781781000151; 9781781000144,,"English","Res. Handb. on Econ. Model. of Law",Book Chapter,Scopus,2-s2.0-85039449948
"Dmitriev M.G., Sachkov Y.L.","Asymptotic solution of a singularly perturbed optimal control problem related to the reconstruction of a defective curve",2013,"Differential Equations","49","11",,"1347","1355",,,10.1134/S0012266113110037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890495679&doi=10.1134%2fS0012266113110037&partnerID=40&md5=49a44f073734e04d4c4d320f08dfde9d","National Research University Higher School of Economics, Moscow, Russian Federation; Institute for Program Systems, Russian Academy of Sciences, Pereslavl'-Zalesskii, Russian Federation","Dmitriev, M.G., National Research University Higher School of Economics, Moscow, Russian Federation, Institute for Program Systems, Russian Academy of Sciences, Pereslavl'-Zalesskii, Russian Federation; Sachkov, Y.L., National Research University Higher School of Economics, Moscow, Russian Federation, Institute for Program Systems, Russian Academy of Sciences, Pereslavl'-Zalesskii, Russian Federation","The introduction of ""cheap"" controls for minimizing the simplest energy functional in an optimal control problem related to the reconstruction of a defective curve necessitates solving a singularly perturbed variational problem with fixed time and fixed ends. The construction of a uniform zero asymptotic approximation to the optimal control in the latter problem permits one to conclude that the optimal trajectories in the original optimal control problem combine a uniform motion in the interior of the time interval with rapid transition layers at the boundaries of the control interval. © 2013 Pleiades Publishing, Ltd.",,,,,,,,,00122661,,,"English","Differ. Equ.",Article,Scopus,2-s2.0-84890495679
"Galitsky B., Ilvovsky D., Kuznetsov S., Strok F.","Matching sets of parse trees for answering multi-sentence questions",2013,"International Conference Recent Advances in Natural Language Processing, RANLP",,,,"285","293",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890536406&partnerID=40&md5=49f28abd27e1a1b143de6e6873fe47e8","Higher School of Economics, Moscow, Russian Federation; Knowledge Trail Inc., San Jose, United States","Galitsky, B., Higher School of Economics, Moscow, Russian Federation; Ilvovsky, D., Knowledge Trail Inc., San Jose, United States; Kuznetsov, S., Knowledge Trail Inc., San Jose, United States; Strok, F., Knowledge Trail Inc., San Jose, United States","The problem of answering multi-sentence questions is addressed in a number of products and services-related domains. A candidate set of answers, obtained by a keyword search, is re-ranked by matching the set of parse trees of an answer with that of the question. To do that, a graph representation and learning technique for parse structures for paragraphs of text have been developed. Parse Thicket (PT) as a set of syntactic parse trees augmented by a number of arcs for inter-sentence word-word relations such as co-reference and taxonomic relations is introduced. These arcs are also derived from other sources, including Speech Act and Rhetoric Structure theories. The proposed approach is subject to evaluation in the product search and recommendation domain, where search queries include multiple sentences. An open source plugin for SOLR is developed so that the proposed technology can be easily integrated with industrial search engines.",,"Candidate sets; Graph representation; Keyword search; Learning techniques; Open sources; Search queries; Structure theory; Syntactic parse tree; Natural language processing systems; Search engines; Forestry; Forestry; Languages; Processing; Systems",,,"9th International Conference on Recent Advances in Natural Language Processing, RANLP 2013","9 September 2013 through 11 September 2013","Hissar",101445,13138502,,,"English","Int. Conf. Recent Adv. Nat. Lang. Proces., RANLP",Conference Paper,Scopus,2-s2.0-84890536406
"Voronova L.I., Grigor'eva M.A., Voronov V.I., Trunov A.S.","MD-SLAG-MELT software package for simulating the nanostructure and properties of multicomponent melts",2013,"Russian Metallurgy (Metally)","2013","8",,"617","627",,,10.1134/S0036029513080156,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890341577&doi=10.1134%2fS0036029513080156&partnerID=40&md5=7c5e39c69107fe239a4d8e2f8b627de6","Higher School of Economics, National Research University, Moscow, Russian Federation; Russian State University for the Numanities, Moscow, Russian Federation","Voronova, L.I., Higher School of Economics, National Research University, Moscow, Russian Federation, Russian State University for the Numanities, Moscow, Russian Federation; Grigor'eva, M.A., Higher School of Economics, National Research University, Moscow, Russian Federation, Russian State University for the Numanities, Moscow, Russian Federation; Voronov, V.I., Higher School of Economics, National Research University, Moscow, Russian Federation, Russian State University for the Numanities, Moscow, Russian Federation; Trunov, A.S., Higher School of Economics, National Research University, Moscow, Russian Federation, Russian State University for the Numanities, Moscow, Russian Federation","The possibilities of computer experiments performed with the MD-SLAG-MELT v. 10.0 information-research system (IRS) with remote access are described. The main classes of mathematical models and methods and the sets of properties obtained in computer experiments are considered. An information model is developed for an oxide melt to study multidimensional composition-temperature-property-structure relations. A nanostructural model based on generalized graph network descriptors is considered in detail. The results of simulating the structure-sensitive properties of the SiO2-Na2O system using IRS are presented. © 2013 Pleiades Publishing, Ltd.",,"Computer experiment; Generalized graphs; Information Modeling; Model-based OPC; Multicomponents; Nanostructural; Remote access; Structure-sensitive properties; Mathematical models; Slags",,,,,,,00360295,,,"English","Russ. Metall. (Metally)",Article,Scopus,2-s2.0-84890341577
"Shapoval A., Le Mouël J.L., Courtillot V., Shnirman M.","Two regimes in the regularity of sunspot number",2013,"Astrophysical Journal","779","2", 108,"","",,4,10.1088/0004-637X/779/2/108,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890054685&doi=10.1088%2f0004-637X%2f779%2f2%2f108&partnerID=40&md5=b265419d7ac7d8fafd0ed42cadd679bc","IEPT RAS, Profsoyuznaya str. 84/32, 117997 Moscow, Russian Federation; IPGP, 1 rue Jussieu, F-75005 Paris, France; Financial University, Leningradsky pr. 49, 125167 Moscow, Russian Federation; HSE, Myasnitskaya str. 20, 101000 Moscow, Russian Federation","Shapoval, A., IEPT RAS, Profsoyuznaya str. 84/32, 117997 Moscow, Russian Federation, IPGP, 1 rue Jussieu, F-75005 Paris, France, Financial University, Leningradsky pr. 49, 125167 Moscow, Russian Federation, HSE, Myasnitskaya str. 20, 101000 Moscow, Russian Federation; Le Mouël, J.L., IPGP, 1 rue Jussieu, F-75005 Paris, France; Courtillot, V., IPGP, 1 rue Jussieu, F-75005 Paris, France; Shnirman, M., IEPT RAS, Profsoyuznaya str. 84/32, 117997 Moscow, Russian Federation, IPGP, 1 rue Jussieu, F-75005 Paris, France","Sunspot numbers WN display quasi-periodical variations that undergo regime changes. These irregularities could indicate a chaotic system and be measured by Lyapunov exponents. We define a functional λ (an ""irregularity index"") that is close to the (maximal) Lyapunov exponent for dynamical systems and well defined for series with a random component: this allows one to work with sunspot numbers. We compute λ for the daily WN from 1850 to 2012 within 4 yr sliding windows: λ exhibit sharp maxima at solar minima and secondary maxima at solar maxima. This pattern is reflected in the ratio R of the amplitudes of the main versus secondary peaks. Two regimes have alternated in the past 150 yr, R1 from 1850 to 1915 (large λ and R values) and R2 from 1935 to 2005 (shrinking difference between main and secondary maxima, R values between 1 and 2). We build an autoregressive model consisting of Poisson noise plus an 11 yr cycle and compute its irregularity index. The transition from R1 to R2 can be reproduced by strengthening the autocorrelation a of the model series. The features of the two regimes are stable for model and WN with respect to embedding dimension and delay. Near the time of the last solar minimum (2008), the irregularity index exhibits a peak similar to the peaks observed before 1915. This might signal a regime change back from R2 to R1 and the onset of a significant decrease of solar activity. © 2013. The American Astronomical Society. All rights reserved..","Chaos; Sun: activity; Sun: general; sunspots",,,"Institute of Physics Publishing",,,,,0004637X,,,"English","Astrophys. J.",Article,Scopus,2-s2.0-84890054685
"Kormina J.V.","Russian saint under construction: Portraits and icons of Starets Nikolay",2013,"Archives de Sciences Sociales des Religions","162","2",,"95","119",,1,10.4000/assr.25074,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890411583&doi=10.4000%2fassr.25074&partnerID=40&md5=2b0a1b48bec5fb52617fdd17f5f004e0","Dept. of Sociology, National Research University Higher School of Economics, Russian Federation","Kormina, J.V., Dept. of Sociology, National Research University Higher School of Economics, Russian Federation","How to analyze the process of creation and promotion of a new type of saints, the so-called startsy (the elders), which emerged in the Russian Orthodox Church at the end of the 1990s? The debates about the ""styles"" of sanctity addressed by the term starets are supported by different groups of believers. These groups support different strategies to articulate the charisma embodied in starets in terms of its legitimization and characteristics. These tendencies are studied, using as an example the ""career of starets"" of the village priest from a remote island in the Pskovskoe lake that is located 30 km from the Russian-Estonian border. © Archives de sciences sociales des religions.","Hagiography; Pilgrimage; Popular religion; Religious practices; Russian Orthodox Church; Veneration of saints",,,,,,,,03355985,,,"English","Arch. Sci. Soc. Relig.",Article,Scopus,2-s2.0-84890411583
"Radaev V.","Does competition eliminate social ties?: The case of the russian retail market",2013,"Polish Sociological Review","181","1",,"63","86",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890333864&partnerID=40&md5=0790c87676be20f6040016724c2c05cc","Higher School of Economics, First Vice-Rector of the National Research University, Moscow, Russian Federation","Radaev, V., Higher School of Economics, First Vice-Rector of the National Research University, Moscow, Russian Federation","Conventional economic theories assume that competing firms act independently. This theoretical assumption is applied to economic policies and anti-trust legislation. In contrast, economic sociology describes competition as a special type of social action that is oriented towards others. More specifically, to remain in the market, competing firms monitor one another and cooperate by establishing inter-organisational social ties. This paper demonstrates that increasing market pressures, including higher levels of competition and stronger bargaining power among exchange partners, does not disrupt social ties but promotes them. Data for the analysis were collected in 2007 from 501 managers of retail chains and their suppliers in five Russia's cities (Moscow, Saint Petersburg, Yekaterinburg, Novosibirsk, and Tyumen). The sample includes firms of different sizes that operate in the food and electronics sectors of the consumer market.","Economic sociology; Embeddedness; Markets; Russia; Social networks",,,,,,,,12311413,,,"English","Pol. Sociol. Rev.",Article,Scopus,2-s2.0-84890333864
"Makarova V.A.","The analysis of current enterprise-wide risk management system in russian companies",2013,"Middle East Journal of Scientific Research","17","5",,"673","678",,2,10.5829/idosi.mejsr.2013.17.05.12269,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890336378&doi=10.5829%2fidosi.mejsr.2013.17.05.12269&partnerID=40&md5=01239bf2cee81998fccfc6a89232cf7a","National Research University, High School of Economics, Saint-Petersburg, Russian Federation","Makarova, V.A., National Research University, High School of Economics, Saint-Petersburg, Russian Federation","Risk-management and financial management are going to become the main components of corporate economic governance. All existing theories of financial management consist both of financial analysis, planning and allowance for the implied volatility of future incomes and costs. According to the methodology of a systematic analysis, an enterprise-wide risk management system must be presented as a multi-level system, which involves all employees in the process of risk management. This study is dedicated to features of risk management implementation for Russian companies. Methodology approach is based upon the idea that the levels of company governance may create a strong value oriented risk management system, while the standards provide the matching of stock exchange requirements. We made the assumption that not all Russian companies are equally exposed to the risks, the level of exposure estimates by measurement of differences between the actual value-based indicators and forecasted. Also the problem of effectiveness assessment of risk-management is unsolved. This paper is an attempt to fill this gap. © IDOSI Publications, 2013.","Gradual restructuring of company management Value-oriented risk management; Levels of management; Risk management implementation",,,,,,,,19909233,,,"English","Middle East J. Sci. Res.",Article,Scopus,2-s2.0-84890336378
"Gurkov I., Filippov S.","Innovation Processes in the Russian Manufacturing Subsidiaries of Multinational Corporations: An Integrated View from Case Studies",2013,"Journal of East-West Business","19","4",,"260","290",,11,10.1080/10669868.2013.845870,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890395306&doi=10.1080%2f10669868.2013.845870&partnerID=40&md5=e7cccea46f7a82ff20b1777c9fbb30cc","National Research University Higher School of Economics, Moscow, Russian Federation; Technical University Delft, Delft, Netherlands","Gurkov, I., National Research University Higher School of Economics, Moscow, Russian Federation; Filippov, S., Technical University Delft, Delft, Netherlands","The extant literature acknowledges the role of overseas subsidiaries in the growth and development of multinational companies (MNCs). Such subsidiaries are viewed as critical players in the innovation process at MNCs. This topic remains largely under-researched in the Russian context. This study aims to fill this gap by examining the dynamics of the innovation process in Russian-based subsidiaries of global MNCs. We present qualitative findings that indicate Russian subsidiaries are not only recipients of knowledge and technology developed elsewhere in the MNCs but are active developers of innovative products and solutions. © 2013 Copyright Taylor and Francis Group, LLC.","innovations; multinational corporations; Russia; subsidiaries","innovation; manufacturing; multinational enterprise; technological development; Russian Federation",,,,,,,10669868,,,"English","J. East-West Bus.",Article,Scopus,2-s2.0-84890395306
"Bodrova T., Kostushev D., Antonova E., Gnatenko D., Bocharova M., Lopukhin Y., Paltsev M., Suchkov S.","Introduction into PPPM: Experience of the past and tomorrow's reality",2013,"Vestnik Rossiiskoi Akademii Meditsinskikh Nauk",,"1",,"58","64",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890364186&partnerID=40&md5=fee3f7c2d24cdc8c3096082fc81b4989","A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation; I.M. Sechenov First Moscow State Medical University, Russian Federation; National Research University, Higher School of Economics, Moscow, Russian Federation; University of World Politics and Law, Diplomatic Academy of the Ministry of Foreign Affairs of Russian Federation, Moscow, Russian Federation; National Research Centre, Kurchatov Institute, Moscow, Russian Federation; Scientific-Research Institute of Physical Chemical Medicine, Moscow, Russian Federation","Bodrova, T., National Research University, Higher School of Economics, Moscow, Russian Federation, University of World Politics and Law, Diplomatic Academy of the Ministry of Foreign Affairs of Russian Federation, Moscow, Russian Federation; Kostushev, D., A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation; Antonova, E., A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation; Gnatenko, D., A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation; Bocharova, M., A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation; Lopukhin, Y., Scientific-Research Institute of Physical Chemical Medicine, Moscow, Russian Federation; Paltsev, M., National Research Centre, Kurchatov Institute, Moscow, Russian Federation; Suchkov, S., A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation, I.M. Sechenov First Moscow State Medical University, Russian Federation","Health service today is on the verge of broad changes. The intensive practical application of the achievements of genomics, proteomics, metabolomics and bioinformatics has significantly deepened and continues to deepen our view of the pathological processes taking place at a level of biostructures. In the nearest future this progress will give medical practitioners the opportunity to focus on a subclinical stage of the disease, i.e. on the earliest stages of the pathological process. This will require the prediction of disease development risks, subclinical diagnostics with the precise staging of the pathological process, and, finally, the application as early as possible of targeted pharmacotherapeutic methods in order to prevent the manifestation of the disease or its progression into more severe stages. All these principles create the framework of a fundamentally new «3P» strategy in medicine: predictive, preventive and personalized medicine.","Bioinformatics; Genomics; Metabolomics; Preclinical diagnostics; Prediction; Prevention; Proteomics",,,,,,,,08696047,,,"Russian","Vestn. Ross. Akad. Med. Nauk",Review,Scopus,2-s2.0-84890364186
